"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
1049.20,"MOTOR PROBLEMS W LIMBS","V49.2","V492"
1049.30,"SENSORY PROBLEMS W LIMBS","V49.3","V493"
1049.40,"DISFIGUREMENTS OF LIMBS","V49.4","V494"
1049.50,"LIMB PROBLEMS NEC","V49.5","V495"
1049.80,"PROBL INFLU HEALTH NEC","V49.8","V498"
1049.90,"PROBL INFLU HEALTH NOS","V49.9","V499"
1050.00,"HAIR TRANSPLANT","V50.0","V500"
1050.10,"PLASTIC SURGERY NEC","V50.1","V501"
1050.20,"ROUTINE CIRCUMCISION","V50.2","V502"
1050.30,"EAR PIERCING","V50.3","V503"
1050.80,"ELECTIVE SURGERY NEC","V50.8","V508"
1050.90,"ELECTIVE SURGERY NOS","V50.9","V509"
1051.00,"AFTERCARE W PLASTIC SURG","V51","V51"
1052.00,"FITTING ARTIFICIAL ARM","V52.0","V520"
1052.10,"FITTING ARTIFICIAL LEG","V52.1","V521"
1052.20,"FITTING ARTIFICIAL EYE","V52.2","V522"
1052.30,"FITTING DENTAL PROSTHES","V52.3","V523"
1052.40,"FITTING BREAST PROSTHES","V52.4","V524"
1052.80,"FITTING PROSTHESIS NEC","V52.8","V528"
1052.90,"FITTING PROSTHESIS NOS","V52.9","V529"
1053.00,"ADJUST NERV SYST DEVICE","V53.0","V530"
1053.10,"FIT CONTACT LENS/GLASSES","V53.1","V531"
1053.20,"ADJUSTMENT HEARING AID","V53.2","V532"
1053.30,"ADJUST CARDIAC PACEMAKER","V53.3","V533"
1053.40,"FIT ORTHODONTIC DEVICE","V53.4","V534"
1053.50,"FIT/ADJUST ILEOSTOMY","V53.5","V535"
1053.60,"FITTING URINARY DEVICES","V53.6","V536"
1053.70,"FIT ORTHOPEDIC DEVICES","V53.7","V537"
1053.80,"ADJUSTMENT OF WHEELCHAIR","V53.8","V538"
1053.90,"ADJUSTMNT DEVICE NEC/NOS","V53.9","V539"
1054.00,"REMOVAL INT FIXATION DEV","V54.0","V540"
1054.80,"ORTHOPEDIC AFTERCARE NEC","V54.8","V548"
1054.90,"ORTHOPEDIC AFTERCARE NOS","V54.9","V549"
1055.00,"ATTEN TO TRACHEOSTOMY","V55.0","V550"
1055.10,"ATTEN TO GASTROSTOMY","V55.1","V551"
1055.20,"ATTEN TO ILEOSTOMY","V55.2","V552"
1055.30,"ATTEN TO COLOSTOMY","V55.3","V553"
1055.40,"ATTEN TO ENTEROSTOMY NEC","V55.4","V554"
1055.50,"ATTEN TO CYSTOSTOMY","V55.5","V555"
1055.60,"ATTEN TO URINOSTOMY NEC","V55.6","V556"
1055.70,"ATTEN ARTIFICIAL VAGINA","V55.7","V557"
1055.80,"ATTN TO ARTIF OPEN NEC","V55.8","V558"
1055.90,"ATTN TO ARTIF OPEN NOS","V55.9","V559"
1056.00,"RENAL DIALYSIS ENCOUNTER","V56.0","V560"
1056.80,"DIALYSIS ENCOUNTER NEC","V56.8","V568"
1057.00,"BREATHING EXERCISES","V57.0","V570"
1057.10,"PHYSICAL THERAPY NEC","V57.1","V571"
1057.20,"OCCUPAT/VOCATION THERAPY","V57.2","V572"
1057.30,"SPEECH THERAPY","V57.3","V573"
1057.40,"ORTHOPTIC TRAINING","V57.4","V574"
1057.81,"ORTHOTIC TRAINING","V57.81","V5781"
1057.89,"REHABILITATION PROC NEC","V57.89","V5789"
1057.90,"REHABILITATION PROC NOS","V57.9","V579"
1058.00,"RADIOTHERAPY ENCOUNTER","V58.0","V580"
1058.10,"CHEMOTHERAPY ENCOUNTER","V58.1","V581"
1058.20,"BLOOD TRANSFUSION, NO DX","V58.2","V582"
1058.30,"ATTEN-SURG DRESSNG/SUTUR","V58.3","V583"
1058.40,"POSTSURG AFTERCARE NEC","V58.4","V584"
1058.50,"ORTHODONTICS AFTERCARE","V58.5","V585"
1058.80,"AFTERCARE NEC","V58.8","V588"
1058.90,"AFTERCARE NOS","V58.9","V589"
1059.00,"BLOOD DONOR","V59.0","V590"
1059.10,"SKIN DONOR","V59.1","V591"
1059.20,"BONE DONOR","V59.2","V592"
1059.30,"BONE MARROW DONOR","V59.3","V593"
1059.40,"KIDNEY DONOR","V59.4","V594"
1059.50,"CORNEA DONOR","V59.5","V595"
1059.80,"ORG OR TISSUE DONOR NEC","V59.8","V598"
1059.90,"ORG OR TISSUE DONOR NOS","V59.9","V599"
1060.00,"LACK OF HOUSING","V60.0","V600"
1060.10,"INADEQUATE HOUSING","V60.1","V601"
1060.20,"ECONOMIC PROBLEM","V60.2","V602"
1060.30,"PERSON LIVING ALONE","V60.3","V603"
1060.40,"NO FAMILY ABLE TO CARE","V60.4","V604"
1060.50,"HOLIDAY RELIEF CARE","V60.5","V605"
1060.60,"PERSON IN RESIDENT INST","V60.6","V606"
1060.80,"HOUSING/ECONO CIRCUM NEC","V60.8","V608"
1060.90,"HOUSING/ECONO CIRCUM NOS","V60.9","V609"
1061.00,"FAMILY DISRUPTION","V61.0","V610"
1061.10,"MARITAL PROBLEMS","V61.1","V611"
1061.20,"PARENT-CHILD PROBLEM NOS","V61.20","V6120"
1061.21,"CHILD ABUSE","V61.21","V6121"
1061.29,"PARENT-CHILD PROBLEM NEC","V61.29","V6129"
1061.30,"PROBLEM W AGED PARENT","V61.3","V613"
1061.41,"ALCOHOLISM IN FAMILY","V61.41","V6141"
1061.49,"FAMILY HEALTH PROBL NEC","V61.49","V6149"
1061.50,"MULTIPARITY","V61.5","V615"
1061.60,"ILLEGITIMATE PREGNANCY","V61.6","V616"
1061.70,"UNWANTED PREGNANCY NEC","V61.7","V617"
1061.80,"FAMILY CIRCUMSTANCES NEC","V61.8","V618"
1061.90,"FAMILY CIRCUMSTANCE NOS","V61.9","V619"
1062.00,"UNEMPLOYMENT","V62.0","V620"
1062.10,"ADVERSE EFF-WORK ENVIRON","V62.1","V621"
1062.20,"OCCUP CIRCUMSTANCES NEC","V62.2","V622"
1062.30,"EDUCATIONAL CIRCUMSTANCE","V62.3","V623"
1062.40,"SOCIAL MALADJUSTMENT","V62.4","V624"
1062.50,"LEGAL CIRCUMSTANCES","V62.5","V625"
1062.60,"REFUSAL OF TREATMENT","V62.6","V626"
1062.81,"INTERPERSONAL PROBL NEC","V62.81","V6281"
1062.82,"BEREAVEMENT, UNCOMPLICAT","V62.82","V6282"
1062.89,"PSYCHOLOGICAL STRESS NEC","V62.89","V6289"
1062.90,"PSYCHOSOCIAL CIRCUM NOS","V62.9","V629"
1063.00,"HOME REMOTE FROM HOSPITL","V63.0","V630"
1063.10,"NO MEDICAL SERV IN HOME","V63.1","V631"
1063.20,"WAIT ADM TO OTH FACILITY","V63.2","V632"
1063.80,"NO MED FACILITIES NEC","V63.8","V638"
1063.90,"NO MED FACILITIES NOS","V63.9","V639"
1064.00,"NO VACCIN/CONTRAINDICAT","V64.0","V640"
1064.10,"NO PROC/CONTRAINDICATION","V64.1","V641"
1064.20,"NO PROC/PATIENT DECISION","V64.2","V642"
1064.30,"NO PROC FOR REASONS NEC","V64.3","V643"
1065.00,"HEALTHY PERSON W SICK","V65.0","V650"
1065.10,"PERSON CONSULT FOR ANOTH","V65.1","V651"
1065.20,"PERSON FEIGNING ILLNESS","V65.2","V652"
1065.30,"DIETARY SURVEIL/COUNSEL","V65.3","V653"
1065.40,"COUNSELING NEC","V65.4","V654"
1065.50,"PERSN W FEARED COMPLAINT","V65.5","V655"
1065.80,"REASON FOR CONSULT NEC","V65.8","V658"
1065.90,"REASON FOR CONSULT NOS","V65.9","V659"
1066.00,"SURGICAL CONVALESCENCE","V66.0","V660"
1066.10,"RADIOTHERAPY CONVALESCEN","V66.1","V661"
1066.20,"CHEMOTHERAPY CONVALESCEN","V66.2","V662"
1066.30,"MENTAL DIS CONVALESCENCE","V66.3","V663"
1066.40,"FRACTURE TREATMNT CONVAL","V66.4","V664"
1066.50,"CONVALESCENCE NEC","V66.5","V665"
1066.60,"COMB TREATMENT CONVALES","V66.6","V666"
1066.90,"CONVALESCENCE NOS","V66.9","V669"
1067.00,"SURGERY FOLLOW-UP","V67.0","V670"
1067.10,"RADIOTHERAPY FOLLOW-UP","V67.1","V671"
1067.20,"CHEMOTHERAPY FOLLOW-UP","V67.2","V672"
1067.30,"PSYCHIATRIC FOLLOW-UP","V67.3","V673"
1067.40,"FRACTURE FOLLOW-UP","V67.4","V674"
1067.51,"HIGH-RISK RX NEC EXAM","V67.51","V6751"
1067.59,"FOLLOW-UP EXAM NEC","V67.59","V6759"
1067.60,"COMB TREATMENT FOLLOW-UP","V67.6","V676"
1067.90,"FOLLOW-UP EXAM NOS","V67.9","V679"
1068.00,"ISSUE MEDICAL CERTIFICAT","V68.0","V680"
1068.10,"ISSUE REPEAT PRESCRIPT","V68.1","V681"
1068.20,"REQUEST EXPERT EVIDENCE","V68.2","V682"
1068.81,"REFERRAL-NO EXAM/TREAT","V68.81","V6881"
1068.89,"ADMINISTRTVE ENCOUNT NEC","V68.89","V6889"
1068.90,"ADMINISTRTVE ENCOUNT NOS","V68.9","V689"
1070.00,"ROUTINE MEDICAL EXAM","V70.0","V700"
1070.10,"PSYCH EXAM-AUTHORITY REQ","V70.1","V701"
1070.20,"GEN PSYCHIATRIC EXAM NEC","V70.2","V702"
1070.30,"MED EXAM NEC-ADMIN PURP","V70.3","V703"
1070.40,"EXAM-MEDICOLEGAL REASONS","V70.4","V704"
1070.50,"HEALTH EXAM-GROUP SURVEY","V70.5","V705"
1070.60,"HEALTH EXAM-POP SURVEY","V70.6","V706"
1070.70,"EXAM-CLINICAL RESEARCH","V70.7","V707"
1070.80,"GENERAL MEDICAL EXAM NEC","V70.8","V708"
1070.90,"GENERAL MEDICAL EXAM NOS","V70.9","V709"
1071.01,"OBSV-ADULT ANTISOC BEHAV","V71.01","V7101"
1071.02,"OBSV-ADOLESC ANTISOC BEH","V71.02","V7102"
1071.09,"OBSERV-MENTAL COND NEC","V71.09","V7109"
1071.10,"OBSV-SUSPCT MAL NEOPLASM","V71.1","V711"
1071.20,"OBSERV-SUSPECT TB","V71.2","V712"
1071.30,"OBSERV-WORK ACCIDENT","V71.3","V713"
1071.40,"OBSERV-ACCIDENT NEC","V71.4","V714"
1071.50,"OBS FOL ALLEG RAPE/SEDUC","V71.5","V715"
1071.60,"OBSERV-INFLICTED INJ NEC","V71.6","V716"
1071.70,"OBS-SUSP CARDIOVASC DIS","V71.7","V717"
1071.80,"OBSERV-SUSPECT COND NEC","V71.8","V718"
1071.90,"OBSERV-SUSPECT COND NOS","V71.9","V719"
1072.00,"EYE & VISION EXAMINATION","V72.0","V720"
1072.10,"EAR & HEARING EXAM","V72.1","V721"
1072.20,"DENTAL EXAMINATION","V72.2","V722"
1072.30,"GYNECOLOGIC EXAMINATION","V72.3","V723"
1072.40,"PREG EXAM-PREG UNCONFIRM","V72.4","V724"
1072.50,"RADIOLOGICAL EXAM NEC","V72.5","V725"
1072.60,"LABORATORY EXAMINATION","V72.6","V726"
1072.70,"SKIN/SENSITIZATION TESTS","V72.7","V727"
1072.81,"PREOP CARDIOVASCULR EXAM","V72.81","V7281"
1072.82,"PREOP RESPIRATORY EXAM","V72.82","V7282"
1072.83,"PREOP EXAMINATION NEC","V72.83","V7283"
1072.84,"PREOP EXAMINATION NOS","V72.84","V7284"
1072.85,"EXAMINATION NEC","V72.85","V7285"
1072.90,"EXAMINATION NOS","V72.9","V729"
1073.00,"SCREENING-POLIOMYELITIS","V73.0","V730"
1073.10,"SCREENING FOR SMALLPOX","V73.1","V731"
1073.20,"SCREENING FOR MEASLES","V73.2","V732"
1073.30,"SCREENING FOR RUBELLA","V73.3","V733"
1073.40,"SCREENING-YELLOW FEVER","V73.4","V734"
1073.50,"SCREENING-ARBOVIRUS DIS","V73.5","V735"
1073.60,"SCREENING FOR TRACHOMA","V73.6","V736"
1073.88,"SCREEN CHLAMYD DIS NEC","V73.88","V7388"
1073.89,"SCREENING VIRAL DIS NEC","V73.89","V7389"
1073.98,"SCREEN CHLAMYD DIS NOS","V73.98","V7398"
1073.99,"SCREENING VIRAL DIS NOS","V73.99","V7399"
1074.00,"SCREENING FOR CHOLERA","V74.0","V740"
1074.10,"SCREENING-PULMONARY TB","V74.1","V741"
1074.20,"SCREENING FOR LEPROSY","V74.2","V742"
1074.30,"SCREENING FOR DIPHTHERIA","V74.3","V743"
1074.40,"SCREEN-BACT CONJUNCTIVIT","V74.4","V744"
1074.50,"SCREEN FOR VENERAL DIS","V74.5","V745"
1074.60,"SCREENING FOR YAWS","V74.6","V746"
1074.80,"SCREEN-BACTERIAL DIS NEC","V74.8","V748"
1074.90,"SCREEN-BACTERIAL DIS NOS","V74.9","V749"
1075.00,"SCREEN-RICKETTSIAL DIS","V75.0","V750"
1075.10,"SCREENING FOR MALARIA","V75.1","V751"
1075.20,"SCREEN FOR LEISHMANIASIS","V75.2","V752"
1075.30,"SCREEN-TRYPANOSOMIASIS","V75.3","V753"
1075.40,"SCREEN-MYCOTIC INFECT","V75.4","V754"
1075.50,"SCREEN-SCHISTOSOMIASIS","V75.5","V755"
1075.60,"SCREEN FOR FILARIASIS","V75.6","V756"
1075.70,"SCREEN FOR HELMINTHIASIS","V75.7","V757"
1075.80,"SCREEN-PARASITIC DIS NEC","V75.8","V758"
1075.90,"SCREEN FOR INFEC DIS NOS","V75.9","V759"
1076.00,"SCREEN MAL NEOP-RESP ORG","V76.0","V760"
1076.10,"SCREEN MAL NEOP-BREAST","V76.1","V761"
1076.20,"SCREEN MAL NEOP-CERVIX","V76.2","V762"
1076.30,"SCREEN MAL NEOP-BLADDER","V76.3","V763"
1076.41,"SCREEN MAL NEOP-RECTUM","V76.41","V7641"
1076.42,"SCREEN MAL NEOP-ORAL CAV","V76.42","V7642"
1076.43,"SCREEN MAL NEOP-SKIN","V76.43","V7643"
1076.49,"SCREEN MAL NEOP-SITE NEC","V76.49","V7649"
1076.80,"SCREEN-NEOPLASM NEC","V76.8","V768"
1076.90,"SCREEN-NEOPLASM NOS","V76.9","V769"
1077.00,"SCREEN-THYROID DISORDER","V77.0","V770"
1077.10,"SCREEN-DIABETES MELLITUS","V77.1","V771"
1077.20,"SCREEN FOR MALNUTRITION","V77.2","V772"
1077.30,"SCREEN-PHENYLKETONURIA","V77.3","V773"
1077.40,"SCREEN FOR GALACTOSEMIA","V77.4","V774"
1077.50,"SCREENING FOR GOUT","V77.5","V775"
1077.60,"SCREEN-CYSTIC FIBROSIS","V77.6","V776"
1077.70,"SCREEN-INBORN ERR METAB","V77.7","V777"
1077.80,"SCREENING FOR OBESITY","V77.8","V778"
1077.90,"SCREEN-ENDOC/NUT/MET NEC","V77.9","V779"
1078.00,"SCREEN-IRON DEFIC ANEMIA","V78.0","V780"
1078.10,"SCREEN-DEFIC ANEMIA NEC","V78.1","V781"
1078.20,"SCREEN-SICKLE CELL DIS","V78.2","V782"
1078.30,"SCRN-HEMOGLOBINOPATH NEC","V78.3","V783"
1078.80,"SCREEN-BLOOD DIS NEC","V78.8","V788"
1078.90,"SCREEN-BLOOD DIS NOS","V78.9","V789"
1079.00,"SCREENING FOR DEPRESSION","V79.0","V790"
1079.10,"SCREENING FOR ALCOHOLISM","V79.1","V791"
1079.20,"SCREEN-MENTAL RETARDAT","V79.2","V792"
1079.30,"SCREEN-DEVELOPMENT PROB","V79.3","V793"
1079.80,"SCREEN-MENTAL DIS NEC","V79.8","V798"
1079.90,"SCREEN-MENTAL DIS NOS","V79.9","V799"
1080.00,"SCREEN-NEUROLOGICAL COND","V80.0","V800"
1080.10,"SCREENING FOR GLAUCOMA","V80.1","V801"
1080.20,"SCREENING-EYE COND NEC","V80.2","V802"
1080.30,"SCREENING FOR EAR DIS","V80.3","V803"
1081.00,"SCRN-ISCHEMIC HEART DIS","V81.0","V810"
1081.10,"SCREEN FOR HYPERTENSION","V81.1","V811"
1081.20,"SCREEN-CARDIOVASC NEC","V81.2","V812"
1081.30,"SCREEN-BRONCH/EMPHYSEMA","V81.3","V813"
1081.40,"SCREEN-RESPIR COND NEC","V81.4","V814"
1081.50,"SCREEN FOR NEPHROPATHY","V81.5","V815"
1081.60,"SCREEN FOR GU COND NEC","V81.6","V816"
1082.00,"SCREEN FOR SKIN COND","V82.0","V820"
1082.10,"SCREEN-RHEUMATOID ARTHR","V82.1","V821"
1082.20,"SCREEN-RHEUMAT DIS NEC","V82.2","V822"
1082.30,"SCREEN-CONG HIP DISLOCAT","V82.3","V823"
1082.40,"POSTNAT SCREEN-CHROM ABN","V82.4","V824"
1082.50,"SCREEN-CONTAMINATION NEC","V82.5","V825"
1082.60,"MULTIPHASIC SCREENING","V82.6","V826"
1082.80,"SCREEN FOR CONDITION NEC","V82.8","V828"
1082.90,"SCREEN FOR CONDITION NOS","V82.9","V829"
10800.00,"RR COLLISION NOS-EMPLOY","E800.0","E8000"
10800.10,"RR COLL NOS-PASSENGER","E800.1","E8001"
10800.20,"RR COLL NOS-PEDESTRIAN","E800.2","E8002"
10800.30,"RR COLL NOS-PED CYCLIST","E800.3","E8003"
10800.80,"RR COLL NOS-PERSON NEC","E800.8","E8008"
10800.90,"RR COLL NOS-PERSON NOS","E800.9","E8009"
10801.00,"RR COLL W OTH OBJ-EMPLOY","E801.0","E8010"
10801.10,"RR COLL W OTH OBJ-PASNGR","E801.1","E8011"
10801.20,"RR COLL W OTH OBJ-PEDEST","E801.2","E8012"
10801.30,"RR COLL W OTH OBJ-CYCL","E801.3","E8013"
10801.80,"RR COL W OTH OBJ-PER NEC","E801.8","E8018"
10801.90,"RR COL W OTH OBJ-PER NOS","E801.9","E8019"
10802.00,"RR ACC W DERAIL-EMPLOYEE","E802.0","E8020"
10802.10,"RR ACC W DERAIL-PASSENG","E802.1","E8021"
10802.20,"RR ACC W DERAIL-PEDEST","E802.2","E8022"
10802.30,"RR ACC W DERAIL-PED CYCL","E802.3","E8023"
10802.80,"RR ACC W DERAIL-PERS NEC","E802.8","E8028"
10802.90,"RR ACC W DERAIL-PERS NOS","E802.9","E8029"
10803.00,"RR ACC W EXPLOSION-EMPL","E803.0","E8030"
10803.10,"RR ACC W EXPLOS-PASNGR","E803.1","E8031"
10803.20,"RR ACC W EXPLOS-PEDEST","E803.2","E8032"
10803.30,"RR ACC W EXPLOS-PED CYCL","E803.3","E8033"
10803.80,"RR ACC W EXPLOS-PERS NEC","E803.8","E8038"
10803.90,"RR ACC W EXPLOS-PERS NOS","E803.9","E8039"
10804.00,"FALL ON/FROM TRAIN-EMPL","E804.0","E8040"
10804.10,"FALL FROM TRAIN-PASSENGR","E804.1","E8041"
10804.20,"FALL FROM TRAIN-PEDEST","E804.2","E8042"
10804.30,"FALL FROM TRAIN-PED CYCL","E804.3","E8043"
10804.80,"FALL FROM TRAIN-PERS NEC","E804.8","E8048"
10804.90,"FALL FROM TRAIN-PERS NOS","E804.9","E8049"
10805.00,"HIT BY TRAIN-EMPLOYEE","E805.0","E8050"
10805.10,"HIT BY TRAIN-PASSENGER","E805.1","E8051"
10805.20,"HIT BY TRAIN-PEDESTRIAN","E805.2","E8052"
10805.30,"HIT BY TRAIN-PED CYCLIST","E805.3","E8053"
10805.80,"HIT BY TRAIN-PERSON NEC","E805.8","E8058"
10805.90,"HIT BY TRAIN-PERSON NOS","E805.9","E8059"
10806.00,"RR ACC NEC-EMPLOYEE","E806.0","E8060"
10806.10,"RR ACC NEC-PASSENGER","E806.1","E8061"
10806.20,"RR ACC NEC-PEDESTRIAN","E806.2","E8062"
10806.30,"RR ACC NEC-PED CYCLIST","E806.3","E8063"
10806.80,"RR ACC NEC-PERSON NEC","E806.8","E8068"
10806.90,"RR ACC NEC-PERSON NOS","E806.9","E8069"
10807.00,"RR ACCIDENT NOS-EMPLOYEE","E807.0","E8070"
10807.10,"RR ACC NOS-PASSENGER","E807.1","E8071"
10807.20,"RR ACC NOS-PEDESTRIAN","E807.2","E8072"
10807.30,"RR ACC NOS-PED CYCLIST","E807.3","E8073"
10807.80,"RR ACC NOS-PERSON NEC","E807.8","E8078"
10807.90,"RR ACC NOS-PERSON NOS","E807.9","E8079"
10810.00,"MV-TRAIN COLL-DRIVER","E810.0","E8100"
10810.10,"MV-TRAIN COLL-PASNGR","E810.1","E8101"
10810.20,"MV-TRAIN COLL-MOTORCYCL","E810.2","E8102"
10810.30,"MV-TRAIN COLL-MCYCL PSGR","E810.3","E8103"
10810.40,"MV-TRAIN COLL-ST CAR","E810.4","E8104"
10810.50,"MV-TRAIN COLL-ANIM RID","E810.5","E8105"
10810.60,"MV-TRAIN COLL-PED CYCL","E810.6","E8106"
10810.70,"MV-TRAIN COLL-PEDEST","E810.7","E8107"
10810.80,"MV-TRAIN COLL-PERS NEC","E810.8","E8108"
10810.90,"MV-TRAIN COLL-PERS NOS","E810.9","E8109"
10811.00,"REENTRANT MV COLL-DRIVER","E811.0","E8110"
10811.10,"REENTRANT MV COLL-PASNGR","E811.1","E8111"
10811.20,"REENTRANT COLL-MOTCYCL","E811.2","E8112"
10811.30,"REENTRANT COLL-MCYC PSGR","E811.3","E8113"
10811.40,"REENTRANT COLL-ST CAR","E811.4","E8114"
10811.50,"REENTRANT COLL-ANIM RID","E811.5","E8115"
10811.60,"REENTRANT COLL-PED CYCL","E811.6","E8116"
10811.70,"REENTRANT COLL-PEDEST","E811.7","E8117"
10811.80,"REENTRANT COLL-PERS NEC","E811.8","E8118"
10811.90,"REENTRANT COLL-PERS NOS","E811.9","E8119"
10812.00,"MV COLLISION NOS-DRIVER","E812.0","E8120"
10812.10,"MV COLLISION NOS-PASNGR","E812.1","E8121"
10812.20,"MV COLLIS NOS-MOTORCYCL","E812.2","E8122"
10812.30,"MV COLL NOS-MCYCL PSNGR","E812.3","E8123"
10812.40,"MV COLLISION NOS-ST CAR","E812.4","E8124"
10812.50,"MV COLL NOS-ANIM RID","E812.5","E8125"
10812.60,"MV COLL NOS-PED CYCL","E812.6","E8126"
10812.70,"MV COLLISION NOS-PEDEST","E812.7","E8127"
10812.80,"MV COLLIS NOS-PERS NEC","E812.8","E8128"
10812.90,"MV COLLIS NOS-PERS NOS","E812.9","E8129"
10813.00,"MV-OTH VEH COLL-DRIVER","E813.0","E8130"
10813.10,"MV-OTH VEH COLL-PASNGR","E813.1","E8131"
10813.20,"MV-OTH VEH COLL-MOTCYCL","E813.2","E8132"
10813.30,"MV-OTH VEH COLL-MCYC PSG","E813.3","E8133"
10813.40,"MV-OTH VEH COLL-ST CAR","E813.4","E8134"
10813.50,"MV-OTH VEH COLL-ANIM RID","E813.5","E8135"
10813.60,"MV-OTH VEH COLL-PED CYCL","E813.6","E8136"
10813.70,"MV-OTH VEH COLL-PEDEST","E813.7","E8137"
10813.80,"MV-OTH VEH COLL-PERS NEC","E813.8","E8138"
10813.90,"MV-OTH VEH COLL-PERS NOS","E813.9","E8139"
10814.00,"MV COLL W PEDEST-DRIVER","E814.0","E8140"
10814.10,"MV COLL W PEDEST-PASNGR","E814.1","E8141"
10814.20,"MV COLL W PEDEST-MOTCYCL","E814.2","E8142"
10814.30,"MV COLL W PED-MCYCL PSGR","E814.3","E8143"
10814.40,"MV COLL W PEDEST-ST CAR","E814.4","E8144"
10814.50,"MV COLL W PED-ANIM RID","E814.5","E8145"
10814.60,"MV COLL W PED-PED CYCL","E814.6","E8146"
10814.70,"MV COLL W PEDEST-PEDEST","E814.7","E8147"
10814.80,"MV COLL W PEDES-PERS NEC","E814.8","E8148"
10814.90,"MV COLL W PEDES-PERS NOS","E814.9","E8149"
10815.00,"MV COLL W OTH OBJ-DRIVER","E815.0","E8150"
10815.10,"MV COLL W OTH OBJ-PASNGR","E815.1","E8151"
10815.20,"MV COLL W OTH OBJ-MOCYCL","E815.2","E8152"
10815.30,"MV COLL W OBJ-MCYCL PSGR","E815.3","E8153"
10815.40,"MV COLL W OBJ-ST CAR","E815.4","E8154"
10815.50,"MV COLL W OBJ-ANIM RIDER","E815.5","E8155"
10815.60,"MV COLL W OBJ-PED CYCL","E815.6","E8156"
10815.70,"MV COLL W OBJ-PEDEST","E815.7","E8157"
10815.80,"MV COLL W OBJ-PERS NEC","E815.8","E8158"
10815.90,"MV COLL W OBJ-PERS NOS","E815.9","E8159"
10816.00,"LOSS CONTROL MV ACC-DRIV","E816.0","E8160"
10816.10,"LOSS CONTROL MV ACC-PSGR","E816.1","E8161"
10816.20,"LOSS CONTROL MV-MOCYCL","E816.2","E8162"
10816.30,"LOSS CONTROL MV-MCYC PSG","E816.3","E8163"
10816.40,"LOSS CONT MV ACC-ST CAR","E816.4","E8164"
10816.50,"LOSS CONT MV-ANIM RIDER","E816.5","E8165"
10816.60,"LOSS CONTROL MV-PED CYCL","E816.6","E8166"
10816.70,"LOSS CONTROL MV-PEDEST","E816.7","E8167"
10816.80,"LOSS CONTROL MV-PERS NEC","E816.8","E8168"
10816.90,"LOSS CONTROL MV-PERS NOS","E816.9","E8169"
10817.00,"MV ACC BOARD/ALIGHT-DRIV","E817.0","E8170"
10817.10,"MV ACC BOARD/ALIGHT-PSGR","E817.1","E8171"
10817.20,"MV BOARD/ALIGHT-MOTCYCL","E817.2","E8172"
10817.30,"MV BRD/ALIGHT-MCYCL PSGR","E817.3","E8173"
10817.40,"MV ACC BRD/ALIGHT-ST CAR","E817.4","E8174"
10817.50,"MV BRD/ALIGHT-ANIM RIDER","E817.5","E8175"
10817.60,"MV BRD/ALIGHT-PED CYCL","E817.6","E8176"
10817.70,"MV BRD/ALIGHT-PEDESTRIAN","E817.7","E8177"
10817.80,"MV BOARD/ALIGHT-PERS NEC","E817.8","E8178"
10817.90,"MV BOARD/ALIGHT-PERS NOS","E817.9","E8179"
10818.00,"MV TRAFF ACC NEC-DRIVER","E818.0","E8180"
10818.10,"MV TRAFF ACC NEC-PASNGR","E818.1","E8181"
10818.20,"MV TRAFF ACC NEC-MOCYCL","E818.2","E8182"
10818.30,"MV TRAFF ACC-MCYCL PSGR","E818.3","E8183"
10818.40,"MV TRAFF ACC NEC-ST CAR","E818.4","E8184"
10818.50,"MV TRAFF ACC-ANIM RIDER","E818.5","E8185"
10818.60,"MV TRAFF ACC-PED CYC","E818.6","E8186"
10818.70,"MV TRAFF ACC NEC-PEDEST","E818.7","E8187"
10818.80,"MV TRAFF ACC-PERS NEC","E818.8","E8188"
10818.90,"MV TRAFF ACC-PERS NOS","E818.9","E8189"
10819.00,"TRAFFIC ACC NOS-DRIVER","E819.0","E8190"
10819.10,"TRAFFIC ACC NOS-PASNGR","E819.1","E8191"
10819.20,"TRAFFIC ACC NOS-MOTCYCL","E819.2","E8192"
10819.30,"TRAFF ACC NOS-MCYCL PSGR","E819.3","E8193"
10819.40,"TRAFFIC ACC NOS-ST CAR","E819.4","E8194"
10819.50,"TRAFF ACC NOS-ANIM RIDER","E819.5","E8195"
10819.60,"TRAFFIC ACC NOS-PED CYCL","E819.6","E8196"
10819.70,"TRAFFIC ACC NOS-PEDEST","E819.7","E8197"
10819.80,"TRAFFIC ACC NOS-PERS NEC","E819.8","E8198"
10819.90,"TRAFFIC ACC NOS-PERS NOS","E819.9","E8199"
10820.00,"SNOW VEH ACC-DRIVER","E820.0","E8200"
10820.10,"SNOW VEH ACC-PASNGR","E820.1","E8201"
10820.20,"SNOW VEH ACC-MOTORCYCL","E820.2","E8202"
10820.30,"SNOW VEH ACC-MCYCL PSGR","E820.3","E8203"
10820.40,"SNOW VEH ACC-ST CAR","E820.4","E8204"
10820.50,"SNOW VEH ACC-ANIM RIDER","E820.5","E8205"
10820.60,"SNOW VEH ACC-PED CYCL","E820.6","E8206"
10820.70,"SNOW VEH ACC-PEDEST","E820.7","E8207"
10820.80,"SNOW VEH ACC-PERS NEC","E820.8","E8208"
10820.90,"SNOW VEH ACC-PERS NOS","E820.9","E8209"
10821.00,"OTH OFF-ROAD MV ACC-DRIV","E821.0","E8210"
